# size, sigma, af kernel [s], af cpy h->d mean [s], af cpy h->d stddev [s], af convolve mean [s], af convolve stddev [s], af cpy d->h mean [s], af cpy d->h stddev [s], af total mean [s], af total stddev [s], vigra mean [s], vigra stddev [s]
2048, 5.0, 0.063243, 0.0095645, 0.000104376482025, 0.3413439, 0.0563283877072, 0.0485398, 0.0569202476432, 0.3994482, 0.0705092104619, 0.5346659, 0.0570672899102
2048, 10.0, 0.063673, 0.0108331, 0.00138301977209, 0.3462747, 0.055983345436, 0.0743081, 0.096023539604, 0.4314159, 0.0986586826777, 1.3679153, 0.375101389028
2500, 0.7, 0.117917, 0.0189127, 0.000242410003919, 0.0513702, 0.042381472527, 0.1814358, 0.157424527106, 0.2517187, 0.172285956855, 0.6244196, 0.11926546559
2500, 1.0, 0.117312, 0.0187657, 0.00025119118217, 0.0664809, 0.0419860960425, 0.1712608, 0.144869281043, 0.2565074, 0.133091986674, 0.6730386, 0.128250692205
2500, 1.6, 0.114012, 0.01876, 0.00024223418421, 0.0858207, 0.0412961622746, 0.1692478, 0.141791023643, 0.2738285, 0.130322724816, 0.8040434, 0.114987140643
2500, 3.5, 0.114624, 0.0187458, 0.000239061414703, 0.3703452, 0.0989565849975, 0.1562874, 0.126520023336, 0.5453784, 0.129281729439, 1.1844458, 0.0908064652487
2500, 5.0, 0.113985, 0.0187714, 0.000241923624311, 0.3716421, 0.0994904401925, 0.1309823, 0.117852905139, 0.5213958, 0.129787039164, 1.4254501, 0.086933490187
2500, 10.0, 0.114268, 0.0187159, 0.000253290524892, 0.3703098, 0.0988772133657, 0.1269512, 0.113217460069, 0.5159769, 0.147944711541, 2.6217636, 0.0853164473559
3072, 0.7, 0.114787, 0.026483, 0.000268955758444, 0.0656567, 0.0413619091848, 0.2289762, 0.0985175580785, 0.3211159, 0.0716528683089, 1.057226, 0.126865080167
3072, 1.0, 0.116044, 0.0265185, 0.000257984204943, 0.0886143, 0.0414714070585, 0.2151459, 0.110220559699, 0.3302787, 0.136470424493, 1.1289331, 0.0984889004746
3072, 1.6, 0.113965, 0.0264393, 0.000276203566233, 0.118114, 0.0410940643378, 0.1955925, 0.116648601576, 0.3401458, 0.145149742692, 1.3434411, 0.104068447945
3072, 3.5, 0.115439, 0.0268039, 0.000371483902747, 0.3783241, 0.0992027346493, 0.1450726, 0.0843938504219, 0.5502006, 0.104573128436, 1.9374631, 0.118739398758
3072, 5.0, 0.114566, 0.0264386, 0.000264892128988, 0.3780974, 0.0984434937872, 0.2468487, 0.112977903054, 0.6513847, 0.0884378988376, 2.2596783, 0.115271910931
3072, 10.0, 0.114874, 0.0264267, 0.000275038197347, 0.3779543, 0.098150469246, 0.2377164, 0.131251662846, 0.6420974, 0.203996575995, 4.0804359, 0.114633647872
3500, 0.7, 0.119423, 0.0356203, 0.000296169900564, 0.0796932, 0.0418567997076, 0.2459201, 0.102528687172, 0.3612336, 0.123704814597, 1.4786214, 0.104950130062
3500, 1.0, 0.115797, 0.035414, 0.00027459643115, 0.1093496, 0.0414650968411, 0.2918619, 0.111928421404, 0.4366255, 0.121184699718, 1.5329828, 0.12054160985
3500, 1.6, 0.115485, 0.0356553, 0.000296590643817, 0.1475699, 0.0413378490066, 0.2525412, 0.118800578117, 0.4357664, 0.14179699844, 1.8281097, 0.119805075919
3500, 3.5, 0.114716, 0.0352529, 0.00033972148887, 0.3863351, 0.099562067022, 0.2534134, 0.117700972569, 0.6750014, 0.18608187049, 2.5254867, 0.112034970848
3500, 5.0, 0.114235, 0.0352043, 0.000300308857678, 0.3861606, 0.0988683978824, 0.2624181, 0.104342489794, 0.683783, 0.153929208951, 2.9919776, 0.109839876812
3500, 10.0, 0.115909, 0.0356524, 0.000374845888332, 0.3861326, 0.0998723953595, 0.2575686, 0.108373278713, 0.6793536, 0.147492699307, 5.3378433, 0.119162529371
